Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,A Cohn,Risco epidemiológico nos jornais diários,2003,,museudavidahomolog.fiocruz.br,http://www.museudavidahomolog.fiocruz.br/brasiliana/media/Risco%20epidemiologico%20nos%20jornais%20diarios%20-%20Olinda%20do%20Carmo%20Luiz%20.pdf,,249,2/3/2022 11:43,PDF,,,,,,,,0,0,0,1,19,"A mídia desempenha um papel fundamental na construção de significados, especialmente aqueles referentes ao risco de adoecimento. O objetivo desta tese é explorar os significados e conteúdos da divulgação sobre risco epidemiológico nos jornais diários …",http://www.museudavidahomolog.fiocruz.br/brasiliana/media/Risco%20epidemiologico%20nos%20jornais%20diarios%20-%20Olinda%20do%20Carmo%20Luiz%20.pdf,"https://scholar.google.com/scholar?q=related:vy8cZNkVKikJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,"P Grandjean, K Albertsen, LB Gunnarsen, ...",miljø og sundhed,,miljoogsundhed.sst.dk,,http://miljoogsundhed.sst.dk/Blad/S01.pdf,,250,2/3/2022 11:43,PDF,,,,,,,,0,0,0,4,,Rapporten belyser forskelle i oplevelse af risici og beskriver eksempler på igangværende forskningsprojekter og uddannelsesaktiviteter i institutionerne i SMF og i SMFs rådgivende koordinationsudvalg. Der er tillige en gennemgang af teorierne bag begrebet …,http://miljoogsundhed.sst.dk/Blad/S01.pdf,"https://scholar.google.com/scholar?q=related:yZCWpNJYE_kJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
0,SOPC Gøtzsche,Er relative risici og odds-ratioer i resumeer troværdige? Sekundærpublikation,2006,UGESKR LÆGER,,,,251,2/3/2022 11:43,CITATION,,,,,,,,0,0,0,1,16,,,"https://scholar.google.com/scholar?q=related:xcvN2wy8TdkJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
54584,"KP Burnham, DR Anderson",Practical use of the information-theoretic approach,1998,Model selection and inference,Springer,https://link.springer.com/chapter/10.1007/978-1-4757-2917-7_3,"https://scholar.google.com/scholar?cites=14459559319851391154&as_sdt=40005&sciodt=0,10&hl=en",1,2/3/2022 11:01,,10.1007/978-1-4757-2917-7_3,,,,,,,54584,2274.33,27292,2,24,"Abstract Model building and data analysis in the biological sciences somewhat presupposes that the person has some advanced education in the quantitative sciences, and statistics in particular. This requirement also implies that a person has substantial knowledge of …",,"https://scholar.google.com/scholar?q=related:slhuZJesqsgJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
2602,AI Goldman,Knowledge in a social world,1999,,books.google.com,https://books.google.com/books?hl=en&lr=&id=lQdREAAAQBAJ&oi=fnd&pg=PR11&ots=YHy1t19HqQ&sig=fZtHQy23uBiHBo04rh_7tikeJS4,"https://scholar.google.com/scholar?cites=8522104463667599953&as_sdt=40005&sciodt=0,10&hl=en",2,2/3/2022 11:01,BOOK,,,,,,,,2602,113.13,2602,1,23,"Knowledge in a Social World offers a philosophy for the information age. Alvin Goldman explores new frontiers by creating a thoroughgoing social epistemology, moving beyond the traditional focus on solitary knowers. Social, cultural, and technological changes present …",,"https://scholar.google.com/scholar?q=related:UZqtj9uYRHYJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
1027,"TM Hooton, D Scholes, JP Hughes, ...",A prospective study of risk factors for symptomatic urinary tract infection in young women,1996,New England journal …,Mass Medical Soc,https://www.nejm.org/doi/full/10.1056/NEJM199608153350703,"https://scholar.google.com/scholar?cites=12846333780070110865&as_sdt=40005&sciodt=0,10&hl=en",3,2/3/2022 11:01,HTML,10.1056/NEJM199608153350703,,,,,,,1027,39.5,257,4,26,"Background Although acute urinary tract infections are common in young women, the associated risk factors have not been defined prospectively. Methods We recruited sexually active young women who were starting a new method of contraception at a university health …",https://www.nejm.org/doi/full/10.1056/NEJM199608153350703,"https://scholar.google.com/scholar?q=related:kRYum4JYR7IJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
833,"IH Yen, SL Syme",The social environment and health: a discussion of the epidemiologic literature,1999,Annual review of public health,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev.publhealth.20.1.287,"https://scholar.google.com/scholar?cites=7086221920663838534&as_sdt=40005&sciodt=0,10&hl=en",4,2/3/2022 11:01,,10.1146/annurev.publhealth.20.1.287,,,,,,,833,36.22,417,2,23,"? Abstract The environment can be thought of in terms of physical and social dimensions. The social environment includes the groups to which we belong, the neighborhoods in which we live, the organization of our workplaces, and the policies we create to order our …",https://www.annualreviews.org/doi/full/10.1146/annurev.publhealth.20.1.287,"https://scholar.google.com/scholar?q=related:Rh_B3EpRV2IJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
613,AJ McMichael,Prisoners of the proximate: loosening the constraints on epidemiology in an age of change,1999,American journal of epidemiology,academic.oup.com,https://academic.oup.com/aje/article-abstract/149/10/887/172868,"https://scholar.google.com/scholar?cites=12200155692430941723&as_sdt=40005&sciodt=0,10&hl=en",5,2/3/2022 11:01,,,,,,,,,613,26.65,613,1,23,"Abstract “Modern epidemiology” has a primary orientation to the study of multiple risk factors for chronic noncommunicable diseases. If epidemiologists are to understand the determinants of population health in terms that extend beyond proximate, individual-level …",https://academic.oup.com/aje/article-pdf/149/10/887/412915/149-10-887.pdf,"https://scholar.google.com/scholar?q=related:G17Oi_aoT6kJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
506,NE Breslow,Statistics in epidemiology: the case-control study,1996,Journal of the American Statistical Association,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/01621459.1996.10476660,"https://scholar.google.com/scholar?cites=2368480444340592496&as_sdt=40005&sciodt=0,10&hl=en",6,2/3/2022 11:01,,10.1080/01621459.1996.10476660,,,,,,,506,19.46,506,1,26,"Statisticians have contributed enormously to the conceptualization, development, and success of case-control methods for the study of disease causation and prevention. This article reviews the major developments. It starts with Cornfield's demonstration of odds ratio …",http://www.medicine.mcgill.ca/epidemiology/hanley/c681/case_control/breslow_cc_study_96_hi_res.pdf,"https://scholar.google.com/scholar?q=related:cF9hVmqI3iAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
466,M Lewis,Altering fate: Why the past does not predict the future,1998,Psychological Inquiry,Taylor & Francis,https://www.tandfonline.com/doi/pdf/10.1207/s15327965pli0902_6,"https://scholar.google.com/scholar?cites=5144756679826126725&as_sdt=40005&sciodt=0,10&hl=en",7,2/3/2022 11:01,,10.1207/s15327965pli0902_6,,,,,,,466,19.42,466,1,24,"Krantz's arlicle on chance is an interesting one because it presents the question of chance from two points of view. To begin with, there is the psychological resistance to admit to chance as influencing our lives because to do so would mean loss of control. Krantz does a …",https://www.researchgate.net/profile/Michael-Lewis-59/publication/233260093_Altering_Fate_Why_the_Past_Does_Not_Predict_the_Future/links/5847144708aeda6968227a4f/Altering-Fate-Why-the-Past-Does-Not-Predict-the-Future.pdf,"https://scholar.google.com/scholar?q=related:hbfaNPHYZUcJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
457,"H Dolk, M Vrijheid, B Armstrong, L Abramsky, F Bianchi, ...",Risk of congenital anomalies near hazardous-waste landfill sites in Europe: the EUROHAZCON study,1998,The Lancet,Elsevier,https://www.sciencedirect.com/science/article/pii/S014067369801352X,"https://scholar.google.com/scholar?cites=12522323376149459385&as_sdt=40005&sciodt=0,10&hl=en",8,2/3/2022 11:01,,,,,,,,,457,19.04,76,6,24,Background Waste-disposal sites are a potential hazard to health. This study is a multicentre case-control study of the risk of congenital anomalies associated with residence near hazardous-waste landfill sites in Europe. Methods We used data from seven regional …,http://156.54.105.26/DataWeb/bibliografia_inceneritori/bibliografia_inceneritori_documenti/27)%20Dolk1998.pdf,"https://scholar.google.com/scholar?q=related:uXH1tcM6yK0J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
414,"RW Haley, TL Kurt",Self-reported exposure to neurotoxic chemical combinations in the Gulf War: a cross-sectional epidemiologic study,1997,Jama,jamanetwork.com,https://jamanetwork.com/journals/jama/article-abstract/413209,"https://scholar.google.com/scholar?cites=13490727338294937220&as_sdt=40005&sciodt=0,10&hl=en",9,2/3/2022 11:01,,,,,,,,,414,16.56,207,2,25,Objective.—To identify risk factors of factor analysis-derived Gulf War-related syndromes. Design.—A cross-sectional survey. Participants.—A total of 249 Gulf War veterans from the Twenty-fourth Reserve Naval Mobile Construction Battalion. Data Collection.—Participants …,,"https://scholar.google.com/scholar?q=related:hIa4iAmxOLsJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
387,"S Allan, B Adam, C Carter",Environmental risks and the media,2000,,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203164990&type=googlepdf,"https://scholar.google.com/scholar?cites=11500326879914407750&as_sdt=40005&sciodt=0,10&hl=en",10,2/3/2022 11:01,BOOK,,,,,,,,387,17.59,129,3,22,"'The crucial point about the risk society… is that modern society has brought forth a new category of risk… namely, risks which cannot be controlled. We are no longer talking about comets crashing to earth or accidents with a greater or lesser degree of probability of …",,"https://scholar.google.com/scholar?q=related:Rrcsrl1emZ8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
357,"BM Psaty, TD Koepsell, D Lin, NS Weiss, ...",Assessment and control for confounding by indication in observational studies,1999,Journal of the …,Wiley Online Library,https://agsjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1532-5415.1999.tb01603.x,"https://scholar.google.com/scholar?cites=14636087948791359164&as_sdt=40005&sciodt=0,10&hl=en",11,2/3/2022 11:01,,10.1111/j.1532-5415.1999.tb01603.x,,,,,,,357,15.52,71,5,23,"In the evaluation of pharmacologic therapies, the controlled clinical trial is the preferred design. When clinical trial results are not available, the alternative designs are observational epidemiologic studies. A traditional concern about the validity of findings from epidemiologic …",https://scholarlypublications.universiteitleiden.nl/access/item%3A3138767/download,"https://scholar.google.com/scholar?q=related:vKYVsXHUHcsJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
277,"J Wollgast, E Anklam",Polyphenols in chocolate: is there a contribution to human health?,2000,Food Research International,Elsevier,https://www.sciencedirect.com/science/article/pii/S0963996900000697,"https://scholar.google.com/scholar?cites=4997947570025567605&as_sdt=40005&sciodt=0,10&hl=en",12,2/3/2022 11:01,,,,,,,,,277,12.59,139,2,22,"Recently, polyphenols have gained much more attention, owing to their antioxidant capacity (free radical scavenging and metal chelating) and their possible beneficial implications in human health, such as in the treatment and prevention of cancer, cardiovascular disease …",https://www.researchgate.net/profile/Elke-Anklam/publication/248425527_Polyphenols_in_chocolate_Is_there_a_contribution_to_human_health/links/57849a0a08aee45b8442ff8b/Polyphenols-in-chocolate-Is-there-a-contribution-to-human-health.pdf,"https://scholar.google.com/scholar?q=related:dZVmrdVGXEUJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
274,D Freedman,From association to causation: some remarks on the history of statistics,1999,Journal de la société française de statistique,numdam.org,http://www.numdam.org/item/JSFS_1999__140_3_5_0/,"https://scholar.google.com/scholar?cites=12431814413969814895&as_sdt=40005&sciodt=0,10&hl=en",13,2/3/2022 11:01,,,,,,,,,274,11.91,274,1,23,"The"" numerical method"" in medicine goes back to Pierre Louis' study of pneumonia (1835), and John Snow's book on the epidemiology of choiera (1855). Snow took advantage of natural experiments and used convergent lines of évidence to demonstrate that choiera is a …",http://www.numdam.org/article/JSFS_1999__140_3_5_0.pdf,"https://scholar.google.com/scholar?q=related:b3VAylethqwJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
267,"A Grovas, A Fremgen, A Rauck, ...",The National Cancer Data Base report on patterns of childhood cancers in the United States,1997,… Journal of the …,Wiley Online Library,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-0142(19971215)80:12%3C2321::AID-CNCR14%3E3.0.CO;2-W,"https://scholar.google.com/scholar?cites=16173656303476254083&as_sdt=40005&sciodt=0,10&hl=en",14,2/3/2022 11:01,,10.1002/(SICI)1097-0142(19971215)80:12%3C2321::AID-CNCR14%3E3.0.CO;2-W,,,,,,,267,10.68,67,4,25,"BACKGROUND Patterns of and progress against childhood cancer have been reported on multi?institution, regional, national, and international bases by several sources in the past. These sources have included clinical cooperative group trials and population?based …",https://acsjournals.onlinelibrary.wiley.com/doi/pdf/10.1002/%28SICI%291097-0142%2819971215%2980%3A12%3C2321%3A%3AAID-CNCR14%3E3.0.CO%3B2-W,"https://scholar.google.com/scholar?q=related:g6X1X7dedOAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
261,"E Gambrill, A Shlonsky",Risk assessment in context,2000,Children and Youth Services Review,Elsevier,https://www.sciencedirect.com/science/article/pii/S0190740900001237,"https://scholar.google.com/scholar?cites=2876551686912565855&as_sdt=40005&sciodt=0,10&hl=en",15,2/3/2022 11:01,,,,,,,,,261,11.86,131,2,22,"This article provides an overview of the context in which decisions about risk are made in child welfare including personal, task, and environmental factors that may contribute to uncertainty and less-than-optimal decision making, as well as some of the methodological …",,"https://scholar.google.com/scholar?q=related:X2J5xISQ6ycJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
250,"J Brind, VM Chinchilli, WB Severs, ...",Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,1996,Journal of Epidemiology …,jech.bmj.com,https://jech.bmj.com/content/50/5/481.abstract,"https://scholar.google.com/scholar?cites=3977650150267942230&as_sdt=40005&sciodt=0,10&hl=en",16,2/3/2022 11:01,,,,,,,,,250,9.62,63,4,26,"STUDY OBJECTIVE: To ascertain, from the published reports to date, whether or not a significantly increased risk of breast cancer is specifically attributable to a history of induced abortion, independent of spontaneous abortion and age at first full term pregnancy (or first …",https://jech.bmj.com/content/jech/50/5/481.full.pdf,"https://scholar.google.com/scholar?q=related:VvV_t7xzMzcJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
240,CA Nathanson,Social movements as catalysts for policy change: the case of smoking and guns,1999,"Journal of Health Politics, Policy and Law",read.dukeupress.edu,https://read.dukeupress.edu/jhppl/article-abstract/24/3/421/39471,"https://scholar.google.com/scholar?cites=4402586283739095282&as_sdt=40005&sciodt=0,10&hl=en",17,2/3/2022 11:01,,,,,,,,,240,10.43,240,1,23,Social movements organized around perceived threats to health play an important role in American life as advocates for change in health policies and health behaviors. This article employs a framework drawn from social movement and related sociological theories to …,http://fbaum.unc.edu/teaching/articles/JHPPL-1999-smoking-guns.pdf,"https://scholar.google.com/scholar?q=related:8qBGL-YgGT0J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
230,TW Clarkson,Human toxicology of mercury,1998,The Journal of Trace Elements in Experimental …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1520-670X(1998)11:2/3%3C303::AID-JTRA18%3E3.0.CO;2-V,"https://scholar.google.com/scholar?cites=502972123091878254&as_sdt=40005&sciodt=0,10&hl=en",18,2/3/2022 11:01,,10.1002/(SICI)1520-670X(1998)11:2/3%3C303::AID-JTRA18%3E3.0.CO;2-V,,,,,,,230,9.58,230,1,24,"This article describes the health effects of the two principal forms of mercury to which humans are exposed, namely mercury vapor and methylmercury compounds. Mercury vapor is the monatomic gas that vaporizes from liquid metallic mercury. It has a long history of …",,"https://scholar.google.com/scholar?q=related:bsHQKHvq-gYJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
212,National Research Council,Scientific frontiers in developmental toxicology and risk assessment,2000,,books.google.com,https://books.google.com/books?hl=en&lr=&id=uTecAgAAQBAJ&oi=fnd&pg=PR15&ots=DBJA5DRD_T&sig=3qZBopTaMcR0W0edfqFfoEsyFjA,"https://scholar.google.com/scholar?cites=1283723991377001125&as_sdt=40005&sciodt=0,10&hl=en",19,2/3/2022 11:01,,,,,,,,,212,9.64,212,1,22,"Scientific Frontiers in Developmental Toxicology and Risk Assessment reviews advances made during the last 10-15 years in fields such as developmental biology, molecular biology, and genetics. It describes a novel approach for how these advances might be used …",,"https://scholar.google.com/scholar?q=related:pTqsLyu00BEJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
211,"S Schwartz, E Susser, M Susser",A future for epidemiology?,1999,Annual review of public health,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev.publhealth.20.1.15,"https://scholar.google.com/scholar?cites=11446846648686493381&as_sdt=40005&sciodt=0,10&hl=en",20,2/3/2022 11:01,,10.1146/annurev.publhealth.20.1.15,,,,,,,211,9.17,70,3,23,"? Abstract This paper considers ways of thinking about causes and prevention that could guide epidemiology beyond the present era. Discontent with modern epidemiology, in the face of its substantial achievements, is taken as a sign that the guiding principles of the …",https://www.annualreviews.org/doi/full/10.1146/annurev.publhealth.20.1.15,"https://scholar.google.com/scholar?q=related:xT5UBWFe254J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=1995&as_yhi=2000"
